,Exp_553,Exp_401,Exp_266,Exp_62,Exp_111,Exp_567,Exp_570,Exp_500,Exp_52,Exp_222,Exp_587,Exp_17,Exp_462,Exp_271,Exp_49,Exp_451,Exp_502,Exp_86,Exp_612,Exp_509,Exp_12,Exp_208,Exp_529,Exp_128,Exp_56,Exp_635,Exp_93,Exp_313,Exp_446,Exp_643,Exp_223,Exp_315,Exp_649,Exp_191,Exp_445,Exp_518,Exp_365,Exp_356,Exp_420,Exp_547,Exp_103,Exp_690,Exp_693,Exp_367,Exp_325,Exp_182,Exp_124,Exp_272,Exp_332,Exp_732,Exp_733,Exp_737,Exp_23,Exp_460
 1.7943318 1.3286873 1.6666588 2.7387693 2.2757492 1.6359893 2.244406
 2.596705  2.0049999 2.3543813 1.913317  2.5409358 1.5029746 1.8916312
 1.9070407 2.3342276 1.526445  2.4111555 1.668249  1.8638725 1.6398491
 2.6281648 2.1313384 2.6807055 1.6369497 2.23049   2.0724204 2.200745
 1.7171936 2.3593686 2.211909  2.1914365 2.0294664 2.381329  2.5868347
 2.2866104 2.3087819 1.644092  2.0002677 2.1969268 1.9220352 1.4440917
 1.6693846 2.6685069 2.6049933 2.4321058 1.4617033 2.1515162 1.6147718
 1.7641503 2.4203887 1.9252064 2.4341207 2.676082  1.8852414 1.4617796
 2.464868  2.5388956 2.2929893 1.5603195 1.9222147 2.2062986 1.9456315
 2.6523001 1.9856943 1.7267898 2.0900474 1.6518526 1.6840534 2.149661
 2.5784557 2.168372  2.2101443 2.6053183 2.368282  2.1747386 2.3150277
 1.4122417 1.5291135 1.3864807 1.6527915 1.9778874 1.7139429 1.4810365
 1.2737019 1.7965958 2.067741  2.0723217 1.9139334 2.327273  1.6446706
 2.5677428 2.6036394 1.5351037 2.4804356 1.8804963 1.5962073 2.6229897
 2.3948276 1.8678979 1.8012893 1.9825388 1.360907  2.6634822 1.6656721
 1.7778702 1.5324361 2.7361577 2.7354174 2.084087  2.426201  2.297655
 2.765971  2.4487317 2.4437342 2.082045  1.6699846 1.5689124 2.3314297
 1.8552426 2.246472  2.132502  2.553503  2.084323  2.5416632 2.3051784
 2.6906118 1.9411715 1.9193412 1.4358413 2.446143  2.051041  2.3408005
 1.8382483 2.7486355 2.0991275 2.1921823 1.8483675 2.231362  2.4544961
 2.0676632 1.8448256 2.33893   2.48018   2.1247745 1.7987155 2.6881573
 2.646416  1.6602876 2.3419468 2.2382965 2.7257032 2.0504262 2.3227005
 1.3495352 1.2607037 2.1998334 1.9883438 2.4468145 2.314371  2.852864
 2.3292198 1.752571  2.141886  2.2234447 1.954741  2.087167  1.676515
 1.7613448 2.55744   2.1302783 1.8997326 1.6050154 2.2714674 2.1901038
 2.3016794 2.5982654 2.4165423 1.8468707 2.5452733 2.809584  1.9081641
 1.837727  2.169583  2.412123  1.243237  2.3541877 2.418515  2.311598
 1.8243471 2.2401614 1.9563782 1.6869053 2.1116996 1.9894847 1.9940336
 1.6067268 1.7076026 1.9597192 2.7387385 2.0135853 1.3519045 2.0996733
 1.6606582 2.5798388 2.0564566 1.454032  2.4505084 2.13628   1.8408462
 1.9086876 1.8326783 2.313179  2.5481052 2.2076242 1.3130236 2.4278524
 1.4473417 1.5715492 2.6866403 2.4693792 2.657123  1.6531278 2.0438714
 2.1189106 2.1929538 2.1337972 1.6618017 2.0460136 2.3764343 2.7018504
 1.7132441 1.9055623 2.2505095 2.6597583 2.2091768 2.1883202 1.8820388
 2.3251028 1.5695753 2.4494903 2.5156085 2.0789363 2.4335446 1.7408016
 2.3536353 2.026682  1.7808884 2.1135178 2.2797992 2.1291971 1.901519
 2.3668792 2.3197622 1.6999099 1.8976109 2.2769377 2.0246258 1.5509652
 2.2361457 2.5897198 1.8075519 1.8575796 2.3367407 1.7253692 1.5188994
 1.8247879 2.3986871 2.0741842 1.9284588 2.425067  2.5159488 2.0512347
 2.0598805 1.9656136 2.0124068 2.337123  2.1901195 1.9026111 2.3935988
 2.294868  1.8088858 2.106546 ]","[1.8723794  1.1521175  1.5991309  0.44099838 1.6420199  0.807281
 1.0836105  0.8339885  1.7561646  1.138811   1.821362   1.2660724
 1.7695626  1.6202663  1.448453   1.3976792  1.426655   1.5605038
 1.5369498  2.7293985  0.94998014 1.4613142  1.4874294  1.5191487
 1.0645205  1.1457294  1.1444104  1.5354247  2.4530587  2.0686786
 2.3854055  1.4899286  1.1126255  2.5138643  0.987703   2.1499624
 1.514872   1.449479   1.8615664  1.1011658  1.4314083  2.4658005
 2.6078718  1.4117184  1.423504   0.8484903  2.521508   0.84565496
 1.6900808  1.7672831  1.1106846  2.4656916  1.3950869  2.2324586
 1.4063392  1.4196839  1.3978575  0.9891063  1.599107   2.5287383
 0.76034373 1.1977339  1.793914   1.4092654  1.9159235  1.6368111
 1.664864   1.6131339  1.4265773  2.0166254  1.2352196  0.9129937
 0.58715266 1.4500946  1.5096502  1.9539312  1.862536   1.7231152
 1.0942026  0.5297334  1.7614033  1.225679   1.4562021  1.2465439
 1.1550422  2.0979052  2.2315319  1.5859697  1.5216813  1.1462896
 1.2015678  0.6684107  1.0880202  2.324907   1.259292   1.1705348
 2.0150182  1.4531344  1.1013378  1.1285973  1.2458693  1.1655462
 1.9036368  2.5152612  2.600316   1.350446   2.4684598  1.0858102
 1.4545684  1.0730907  1.018726   1.5831738  1.2165571  1.3387301
 1.4108363  1.1914042  1.5144451  0.96515983 1.3861605  0.42902315
 1.7094283  1.4382126  1.5068284  1.9822745  2.7315824  2.0946577
 1.7065637  1.9207909  0.9981937  1.3548247  2.076438   1.8022842
 1.3083127  1.3377715  1.8568472  1.0841144  1.4546405  0.6668198
 1.5780522  0.50648725 1.4414041  1.5786334  1.0751379  1.8086522
 1.1746197  1.3522035  1.4878532  2.01552    1.5506029  1.5650432
 1.5929352  2.204286   1.7858051  2.4884992  1.0768383  0.73082805
 1.4683926  1.448354   1.135474   0.8569093  1.4424995  0.8311333
 1.8902901  1.6165762  1.0023291  1.1410791  2.087466   1.1955923
 1.9599292  2.0160122  1.5948324  1.9385982  1.6992981  0.779205
 1.777325   1.2223976  2.4771323  1.7286054  1.1127257  2.3062246
 1.4624952  1.3313389  1.7336819  1.3064289  1.3488276  0.9750996
 1.6151265  1.3764324  1.4665152  1.3990879  1.0973904  1.8019755
 2.0174417  1.8016269  0.7260016  1.5538497  1.5560861  1.4573404
 1.6244197  1.7357341  0.9481874  1.0619143  1.1714216  1.1237452
 2.282158   1.8345867  2.2765946  0.94567263 1.93923    1.6666135
 2.271033   0.97337574 1.2877707  1.5364221  1.2152658  1.6376449
 1.999252   1.5989043  1.5944395  1.0542055  1.3893815  2.3695776
 1.0544003  1.0582547  1.5705191  1.3598287  1.1875342  1.2553213
 1.2455117  1.4713509  1.0647008  1.0797966  1.0359844  1.7478641
 1.4132059  1.504912   1.3676817  1.4806467  2.1827965  0.77819777
 1.5876584  1.3857015  0.45303285 1.1144326  1.1326486  0.8420605
 2.0693135  1.4450617  1.5857983  2.201966   1.464806   2.2303407
 1.4693841  1.8561386  1.9491535  0.95319915 2.07376    1.4531522
 1.6248076  2.2978663  2.0884619  1.4601041  0.812849   1.4292322
 1.9092066  1.1976154  1.640528   2.4200065  1.3910764  1.3053689
 0.9097076  2.4845772  0.8972022  1.4360814  2.150224   1.7399384
 1.8340523  0.6679215  2.3506873  1.3064554  1.008573   1.5035822
 1.3501008  0.8998061  1.5922418  1.1513146  0.6780981  0.93511146
 1.5020638  1.3747486  1.9173524  1.1659695  0.80501306 1.2237029
 0.9906669  1.1368256  1.4993087  1.2998656  1.5234677  1.783689
 1.6059555  1.5072981  2.4168992  2.565956   1.6202121  1.6929872
 1.2107447  1.591151   1.1886035  0.9680718  1.0667949  2.0589907
 2.3940015  1.5004952  0.7180247  1.5084773  1.4577783  2.6696231
 1.6034898  1.1734362  1.3515204  1.0454354  1.0617994  1.090973
 1.1281848  1.4068753  1.7592317  1.4893535  1.9302571  1.4189267
 1.4717478  1.345387   1.2634621  2.479989   1.6128821  1.0531203
 1.0580034  1.9073212  1.6650351  2.1358075  1.357386   1.634157
 1.4536287  1.2266691  1.8895779  1.5882322  1.1602569  1.3639959
 1.0189153  2.111678   1.1160626  1.7004415  0.90650564 1.9328386
 1.093851   1.0059363  1.3731213  2.4501877  1.6319408  1.4139138 ]","[3.3521178 4.3431253 3.2632008 3.785658  4.625373  3.6244907 3.503716
 3.2778363 3.8346715 4.2886887 3.9311724 4.446984  4.01073   4.469535
 3.9207416 4.054114  3.3894403 4.07859   3.8856246 4.7110686 3.642962
 3.6894832 4.097217  4.2224183 4.298844  3.2503827 4.234636  3.8899999
 4.4873557 3.9613316 4.2951527 4.25449   4.091131  3.9404497 3.4456933
 3.6490974 3.0305116 3.6678922 3.519967  3.8224127 3.6729784 4.0135612
 4.5352287 4.136294  4.020231  3.4118311 4.001432  3.5286613 4.2702875
 3.6033115 3.7338157 3.9916675 3.686437  3.650021  3.6801095 3.9189534
 3.976448  3.8628132 4.4449353 4.020032  4.0881615 3.2309556 3.798018
 3.7334216 4.248047  3.4313757 4.0552096 4.6118917 3.423592  3.7184703
 4.175828  3.7528455 3.6523547 3.7024686 3.9030623 3.922716  4.2793226
 3.0989106 3.7911756 3.6953418 3.8243175 4.7340474 3.8771675 3.3630087
 4.137767  3.550892  4.240766  4.3316026 4.4664335 3.960138  3.2165577
 3.6928217 3.9718204 4.171336  4.214033  3.4191182 4.039984  3.8918536
 4.2047668 3.6989539 4.0227904 3.3947053 3.6369379 3.8809006 4.5469556
 3.6905408 4.107358  3.7811446 4.0105186 3.9516423 3.9022632 4.4519563
 4.7807035 4.4876513 3.808285  3.693497  4.214152  4.4050045 3.826406
 3.6179633 4.236864  4.3546968 4.1352983 3.7139716 4.5806217 3.890618
 4.322552  3.9543679 4.1329556 3.9046998 3.8502963 4.3618026 4.0133104
 3.8986738 4.7177863 3.8402903 4.2115364 3.7782338 4.259949  3.2627783
 4.4041634 4.4271164 3.233677  4.3134756 4.140532  3.3561864 4.006361
 3.6974335 3.8130772 4.2519383 4.2278624 4.092542  4.1903696 4.6430264
 3.899453  3.132061  3.807677  3.9075904 3.9060416 3.1754928 3.6576397
 3.5450592 3.9319766 4.7118692 4.0090714 3.7270555 3.5362093 3.7885807
 4.178331  4.3245335 3.2079291 4.0061917 4.6169086 3.149747  4.3346496
 4.1603913 3.8599348 4.475403  3.8782704 3.7699285 3.816198  3.4419374
 4.421529  3.6594331 3.7400959 3.955954  4.743938  3.1397593 2.931462
 4.2006273 3.7832923 4.348809  3.487935  3.6882353 2.5664308 4.8930573
 3.9393184 2.8633468 4.4276953 4.4949512 4.0632215 3.7083542 4.343529
 4.432542  3.6596324 4.10354   4.041587  3.938159  3.478659  3.4284353
 4.2517486 3.9524047 4.005113  4.2013073 4.1226687 3.344272  4.3880525
 4.5286126 4.482907  3.9384713 4.369747  3.795995  3.5769446 3.777898
 4.171447  3.6578798 4.302677  3.4167464 3.9360504 4.290637  4.368176
 3.7975342 3.282424  4.0424743 4.2592735 4.4262066 3.004263  4.34551
 3.715927  3.5531387 3.254871  4.0170903 3.2384636 3.9684541 4.146771
 3.6886191 4.5334406 3.7907686 4.28552   3.808036  2.8996508 3.6867802
 3.1596746 4.4570045 3.4496398 3.3459349 4.262242  4.267818  3.5939906
 3.776811  3.5274885 4.135169  3.474225  3.9299147 3.620716  4.1688538
 4.652488  3.9893363 3.9793684 4.1834297 4.0093913 4.007001  4.0356035
 3.9076827 3.6286018 3.1945877 4.302761  3.0650697 3.9342062 4.4408855
 3.7670026 3.9417892 4.4841714 3.7570534 4.2425733 3.5684924 3.9136264
 3.5955176 4.0260878 4.408005  4.1364274 3.7777674 3.7024934 4.146761
 3.7415764 3.1817734 4.399819  3.7784367 3.9912896 4.3690696 4.6632233
 4.148851  4.0713525 4.5376883 4.472447  4.1931057 4.192856  3.9338372
 4.220956  3.5933065 4.236161  4.4939785 3.8939862 4.1378417 3.8129752
 3.3160403 3.773342  3.9747272 4.328806  3.7236376 4.5264883 3.5226905
 3.9485788 3.9278104 3.4941032 3.608601  4.6537642 3.5242674 3.4005666
 3.7008905 3.4533434 4.327985  3.6749353 4.6652613 4.570894  3.579658
 4.3465447 4.3757615 4.502746  3.5993996 4.1828547 4.420593  3.7022226
 3.1824958 4.244013  4.4844146 3.93044   4.538243  3.74017   3.5710363
 3.897108  3.135693  3.9805171 3.4148445 3.8357048 4.3552117 3.1087236
 4.043784  4.636871  4.0999265]","[1.7683349  1.3789632  1.1294777  1.8456827  2.3780367  2.142693
 1.4888362  1.4844013  1.5172278  1.9341041  1.630726   1.8841176
 1.748764   1.563853   2.1857123  1.7872552  1.8031582  1.505053
 1.4118271  2.619251   1.0190815  2.1107476  1.6816     1.756312
 1.8895203  1.4775379  1.6788515  1.4182552  2.2606506  2.7167313
 2.803699   1.872469   1.8951991  1.6624061  1.0923986  1.633591
 1.347606   2.138402   1.8959147  1.841452   2.4289567  2.2254162
 2.3341258  1.8708032  2.3088582  1.9227884  1.8410585  1.6070867
 1.5407817  1.8595959  1.7213665  2.121551   1.8543675  1.6173242
 1.5901635  2.0575602  2.224436   1.3445219  1.8832717  2.0769515
 1.7910097  1.5209675  2.205383   1.6770593  2.1478457  2.0081785
 1.5298525  1.9831941  1.843298   2.0087595  2.182972   1.2483342
 1.6773114  2.3823135  1.5138593  2.534349   1.9607929  1.0567242
 2.2938137  1.7763464  1.5449402  1.5664333  2.0977752  1.5705193
 2.096294   1.9063429  2.1386538  1.7437167  1.8774921  2.308731
 1.6590677  1.9296125  1.972283   2.8680172  2.2418263  1.4918448
 2.764753   2.1417193  1.9064478  1.500952   1.5358492  1.5344602
 1.9085852  2.0152006  2.383337   1.8633971  1.9740529  1.2947977
 1.7546641  1.4633093  1.3036194  1.7154231  1.6063823  1.38991
 1.8975828  1.3349557  2.2826076  1.8599948  2.4342644  1.9231393
 1.4219705  1.9795027  1.778182   2.4530823  2.5217805  2.8114505
 1.9918185  1.7620444  1.6440878  1.4648601  1.5663469  2.1519616
 1.4646778  1.3650956  2.099869   1.2878468  1.8988357  1.9836061
 1.7508572  1.0894262  1.9503816  1.9868453  1.1422892  1.9954865
 2.2267532  0.97323287 1.6808772  1.5862883  1.2975353  1.7170713
 2.5189836  2.0195715  1.9061217  2.2527406  2.0828207  1.2893732
 1.644123   2.028856   1.637839   1.0557485  2.1808004  2.0927765
 2.668344   2.3103478  1.6145365  1.2166451  1.700644   2.0499735
 1.5034608  1.4787419  1.0924742  1.5391331  1.9579556  1.1935318
 2.1551046  1.309946   2.2606952  1.9922915  1.3688701  2.5219367
 1.63577    0.9994163  2.0297148  1.1647804  1.4664681  1.3535724
 2.351418   1.3214455  1.4232092  1.4866065  1.4534633  2.054488
 1.5874788  2.4479754  0.98057646 1.9062321  1.504878   1.508384
 1.6033642  1.7393707  1.7067485  1.1154945  1.3631907  2.0330563
 2.07839    1.7310176  2.9272213  1.3159611  1.8920293  1.3549877
 2.648028   1.4095056  1.2889272  1.6937568  1.9270737  1.3959159
 1.7805607  1.8608041  1.6365741  1.8227165  1.2971104  1.8658342
 1.3106441  2.0162897  1.6489174  1.8965756  1.3300563  1.5210472
 1.3272389  1.4836069  2.059197   2.2188876  1.6430101  1.749172
 2.1856277  1.4072106  1.4617062  1.4404631  1.6003762  1.9078182
 1.8479849  1.7980665  1.0499756  1.0185386  1.8980076  1.8498989
 1.7428738  1.7522893  1.6560436  2.4492548  1.4634069  1.5350293
 1.6914946  1.738327   1.6364472  1.436293   1.568515   1.461726
 2.3733823  2.245116   1.9222262  1.8241591  2.016583   1.5211793
 1.5525882  1.0972176  2.248053   2.07571    1.9810767  1.4280955
 1.7816349  1.9477365  1.8303726  2.259134   2.0943332  1.6555816
 1.702168   1.160911   2.7216017  1.4179975  2.113461   1.4845116
 1.4629029  2.1590173  1.5332011  1.2062005  2.2708168  1.511033
 1.4985814  1.3252791  1.5082802  1.3034173  2.1975825  2.128181
 2.0658605  1.2395008  1.8115001  1.280694   1.4588659  2.341697
 2.1448035  1.5402851  2.1796858  2.4325192  2.1958795  1.7583181
 1.2949151  1.4622267  2.2049217  1.4109485  1.8396926  1.4511883
 1.8309137  2.2278306  2.0065994  1.8164309  2.0988503  2.0391243
 1.8423442  1.3057286  1.6862663  1.3677248  1.7658861  1.0316954
 1.345215   2.4769278  1.7781279  2.3396935  1.7466615  2.4750307
 2.1514056  1.7864721  1.5791001  2.3008807  1.9141451  1.6531625
 1.991338   1.7859129  2.1746593  1.9333621  1.9665344  2.1080976
 2.1075914  1.5536271  1.9130274  1.8708072  1.6828679  1.6390299
 1.1657182  1.8507702  1.5928782  1.5160424  1.6540389  1.7054127
 1.5080956  1.7941264  1.3343437  2.022213   2.2912323  1.7994006 ]","[1.2013559  0.9475938  0.6014441  1.0974236  1.4699883  0.96591765
 0.8296706  1.1934707  1.3881556  1.2736316  1.4250325  1.4363444
 0.9379485  1.249119   1.1473876  1.1424532  1.0004926  0.86931527
 1.2619755  1.3210884  0.8942714  0.99927014 1.4400885  1.0664822
 1.267791   1.6143758  1.3121911  1.2848682  1.305091   1.3120786
 1.3441033  1.2429032  1.2065634  0.88110197 0.88970965 1.1065592
 1.41152    1.3855466  1.2083124  1.496394   1.4418063  0.9553019
 1.287733   1.261392   1.5794227  0.9022714  0.88710594 1.1642793
 1.0788386  1.4305224  1.006428   0.91792315 1.2995052  0.9381031
 1.592419   1.5611962  1.5631876  1.0143691  1.1856897  1.0039009
 1.2251649  1.6298332  1.4881065  1.5919685  1.5591348  1.3333436
 1.4041294  1.3118098  0.99458516 1.2397677  1.3845958  1.0620579
 1.0864784  1.1865469  1.4110154  1.3923635  1.2651596  0.5754361
 1.2824808  1.0948466  1.3993425  1.1929717  1.120538   0.88823336
 1.2815393  1.0806111  1.4544314  1.0773243  1.3247907  1.2687593
 1.6563692  1.2320642  1.1800402  1.3560365  1.4031622  1.1055317
 1.548324   1.1321081  1.2361107  0.81022316 1.1860209  1.1219746
 1.3506898  0.91390675 1.3270379  1.1042347  1.083185   1.1200317
 1.0343995  1.0782723  1.044142   1.2593424  1.2336318  1.0440313
 1.2785921  0.86244625 1.481595   1.3982792  1.3810003  1.0373106
 1.0973513  1.4690181  1.2433337  0.96172583 1.2302608  1.4457343
 1.3622626  0.9118741  1.0853722  1.1691915  1.3142575  1.2162306
 1.1933575  1.1389472  1.444785   1.0767531  1.3987143  1.2431266
 1.2583407  0.899883   1.4521798  1.2807701  0.61802894 1.0527279
 1.1839343  0.8271761  1.1823542  1.350757   0.8418994  1.2470164
 1.5864611  1.4157469  0.9938843  1.4204788  1.1740136  0.75366837
 1.1578975  1.2623373  0.80744284 0.68904173 1.4185647  0.9348731
 1.3992939  1.426188   1.1639996  0.89084697 1.3162209  1.1943467
 0.9404182  0.9387721  0.5797086  0.9884147  1.156447   0.7311785
 1.6030282  0.84936345 0.8861238  1.2092466  1.013086   0.9342499
 1.4675894  0.85783845 1.1298687  0.98312503 1.2947143  1.0572014
 1.4409255  1.2950178  1.4380317  1.2148907  0.7832543  1.3140653
 1.040398   1.1026415  0.81019455 1.3300116  0.99297714 1.4489568
 1.0064596  1.1948005  1.2195299  0.9613655  0.93026173 1.3049917
 0.96894944 1.0411404  1.3843526  1.0188897  1.201071   1.1751548
 1.395058   1.1013771  0.8090285  1.2317369  0.9997566  1.1706896
 1.319059   1.2555304  1.2820966  1.1559538  0.9112981  0.9946851
 0.85582536 1.158842   1.2710049  1.1216031  0.9160289  0.8758125
 1.1102614  1.116745   1.342408   1.2554941  0.7749626  0.9521061
 1.1905333  1.0251004  1.3128824  1.1890097  1.0992284  1.1789411
 1.2884774  1.1312869  0.88110936 0.81587726 1.1875348  1.1461582
 1.2363404  1.5763588  1.076802   1.055392   1.4453762  0.94698066
 1.3645294  1.2043581  1.3940545  1.054792   1.1221923  1.2017989
 1.2238297  1.0061059  1.3263671  1.2511015  0.94219875 0.8712338
 1.2436287  1.0141866  1.3245226  1.1193984  0.96310747 1.2051685
 1.1783676  0.8942418  1.1984853  1.2048608  0.9712602  1.1719322
 1.5135231  1.1455283  1.0702046  1.2471571  1.4512337  1.3676597
 1.2764323  1.2144657  0.9185502  0.672354   1.5823609  1.0419551
 0.99593306 0.981723   0.94867086 0.83964145 1.0088923  1.368792
 1.1648942  0.61246973 1.3254541  1.1120052  1.2981312  1.443883
 1.3583127  0.89705426 1.1568251  1.359442   1.5755495  1.0028555
 0.8618382  1.3612075  1.181227   1.1395178  1.2628981  0.9468765
 0.98602927 1.4676483  1.1411146  1.4022163  1.3124063  0.9905623
 1.1579646  0.87209606 1.2150058  0.89791965 1.1508965  0.8228558
 0.7322585  1.335264   1.2162861  1.3493546  1.058755   1.4348433
 1.4513168  1.3535696  1.1896946  1.4613771  1.2838373  0.9419705
 1.288653   1.1854157  1.294416   0.943456   1.283915   1.5062451
 1.3488009  1.5443414  1.2372516  1.2561195  0.82632786 1.1909931
 1.005858   1.0877492  0.7955861  1.1120646  1.1327977  1.4197071
 0.7878738  1.3834361  1.3023239  1.0959351  1.3706014  1.1507488 ]","[ 0.26278347  0.23139212  0.26366052  0.17331792  0.38852513  0.10914521
  0.18518694  0.19195783  0.2806128   0.30828068  0.257219    0.1773203
  0.42273548  0.22034153  0.28152403  0.13967374  0.46494842  0.41642743
  0.23633838  0.22998083  0.252259    0.45171943  0.19353257  0.26458547
  0.04162082  0.1002511   0.11444065  0.22751838  0.17238891  0.08695414
  0.20898382  0.08804768  0.071701    0.31824112  0.21207887  0.3361089
  0.29825166  0.2273437   0.21484874  0.11771432  0.3115744   0.23415896
  0.28055495  0.14148836  0.27129692  0.04640428  0.31546307  0.14998361
  0.24668336  0.21318433  0.10706614  0.27363184  0.17939499  0.31537864
  0.16229607  0.3340304   0.3294636   0.37619305  0.27588072  0.42289406
 -0.0285174   0.10707754  0.17550597  0.16035256  0.16836803  0.20757829
  0.28810436  0.30609164  0.46653232  0.19973727  0.28692213  0.2281826
 -0.01453735  0.33781773  0.20911185  0.08937562  0.38313106  0.3231459
  0.06907464 -0.03327626  0.27346137  0.19473605  0.30429187  0.21640584
  0.21462305  0.30180937  0.1908508   0.27690545  0.08717858  0.18829052
  0.1423863   0.17831945  0.2531747   0.20551224  0.28616533  0.14899333
  0.11314651  0.29186782  0.3038998   0.21939225  0.30119416  0.1427167
  0.21401577  0.37256727  0.26514903  0.33295727  0.3604739   0.16796455
  0.27781865  0.13634253  0.2287675   0.13862586  0.19116297  0.24759482
  0.18685094  0.30720532  0.20518251  0.10724626  0.26957798  0.004414
  0.25106943  0.15338467  0.14134437  0.17481254  0.27468485  0.2010989
  0.30249757  0.5763021   0.08495197  0.17025162  0.3388442   0.44808683
  0.12842977  0.18710065  0.3211247   0.19892964  0.20133634  0.17216718
  0.2886351   0.16278669  0.14156032  0.28518325  0.20745732  0.4832204
  0.183231    0.16930377  0.20806028  0.31507325  0.31325716  0.2876793
  0.2566574   0.21300402  0.4939916   0.22460084  0.06531546  0.15199398
  0.22278534  0.1819022   0.27516258  0.19801675  0.24517484  0.10659952
  0.07387877  0.35562018  0.14376228  0.19732746  0.3271198   0.13748656
  0.38361377  0.39195555  0.27389628  0.4111315   0.35809833  0.17689897
  0.18669413  0.2890695   0.32803327  0.3212842   0.14988723  0.20334084
  0.36579162  0.15964966  0.40379208  0.14694029  0.3726296   0.36995852
  0.3561136   0.3281284   0.33244628  0.23305966  0.37033042  0.40046245
  0.30004305  0.14733435  0.19331822  0.26224622  0.13264795  0.36300695
  0.2877072   0.40104067  0.1502361   0.25771827  0.24127969  0.21895626
  0.35362312  0.37549716  0.21166778  0.24964118  0.23579915  0.2611679
  0.17896782  0.38150606  0.22568445  0.27643263  0.23537686  0.26488817
  0.333187    0.18672527  0.21404697  0.2596682   0.3033122   0.38671002
  0.16116002  0.519536    0.20881186  0.32527882  0.24653946  0.24456063
  0.28345573  0.25230578  0.3224237   0.04943963  0.07382537  0.41572708
  0.1993965   0.32018396  0.36384127  0.27871403  0.34187624  0.14488965
  0.24489023  0.13233489  0.16919243  0.21737501  0.04761314  0.06987818
  0.36451623  0.14247184  0.26814795  0.23164654  0.3473701   0.30089912
  0.35021386  0.273751    0.28160468  0.1080121   0.34079072  0.25677192
  0.19220406  0.30666947  0.2781611   0.14312397  0.05604615  0.34927586
  0.2844568   0.3016376   0.3775298   0.33115828  0.25756404  0.10900634
  0.39514714  0.29949224  0.0342561   0.2635722   0.2723204   0.26618975
  0.24105185  0.21203408  0.21184134  0.1309727   0.19966118  0.21248262
  0.11745128  0.08731471  0.3609364   0.2863016   0.24606958  0.07443915
  0.17474481  0.2608311   0.38023618  0.33518812  0.10108946  0.2802493
  0.07741956  0.19864531  0.18164591  0.21120888  0.217954    0.4211594
  0.3453863   0.37175816  0.31146848  0.25003168  0.26864445  0.41415823
  0.27684385  0.31639323  0.19078183  0.11361071  0.04162438  0.39827096
  0.383446    0.2003779   0.0538418   0.31891605  0.18458837  0.48819542
  0.437606    0.29618713  0.26813096  0.13631083  0.24835432  0.20478289
  0.23161317  0.3054718   0.37147793  0.25209385  0.28831032  0.3196068
  0.31392387  0.18800582  0.21553545  0.20646939  0.2612362   0.12982467
  0.04346307  0.2287338   0.3523556   0.31416827  0.13610426  0.28069386
  0.20882294  0.13457792  0.3886804   0.16534382  0.26398888  0.2776556
  0.242851    0.30598947  0.28595895  0.27331552  0.05480597  0.25972986
  0.32199612  0.09794776  0.3343018   0.345403    0.38160098  0.13999565]","[1.1059312  0.83411765 0.8670929  0.9968806  0.837819   0.9979831
 0.9612135  0.9964525  1.0138494  0.96896607 1.003565   0.80164087
 0.9977404  0.7884632  0.93054676 1.0418758  0.95877934 0.8826946
 1.001589   1.0613345  0.7960901  0.92311406 1.0216254  1.0201927
 0.98866355 1.04281    0.8078359  1.0057026  1.0456537  1.1157922
 1.0894951  1.0334558  0.97909486 1.0388741  0.94785345 1.0826752
 1.0973712  0.94884044 1.061517   1.0665786  1.1154982  1.0563674
 1.0678817  0.9635765  1.0916659  0.9867466  1.037192   0.9864055
 0.9550353  1.0676583  0.9446732  1.0486959  0.9830693  1.0321348
 1.0787776  1.0196285  1.0478802  0.9031682  0.8694264  1.0978462
 0.92775923 1.0471965  1.0933633  1.0854533  1.0250765  1.0879698
 0.95366853 0.9658532  0.95132697 1.1014311  1.0632064  0.88690925
 0.94523203 0.87193024 1.0238056  1.1054564  1.0016178  0.90196747
 0.96672153 0.9646504  1.0148622  0.8165022  0.9351984  0.9819582
 1.0600878  1.1089712  1.084189   1.0016851  0.97444475 0.9163558
 1.0524997  1.0177796  1.02014    1.087385   1.0673826  0.9999062
 1.0948408  0.93311197 1.0193928  0.90076125 0.94652635 0.99528027
 1.082076   1.0564746  1.0691994  0.96088487 1.1031868  1.0140554
 1.035922   0.91092074 0.9912288  0.96321267 0.8169037  0.8625689
 0.9806805  0.9565371  1.0317076  0.90456504 0.90765953 1.0149814
 0.96493983 1.0106217  0.9467567  1.1149877  1.066339   1.0750475
 0.785037   0.9624555  0.92907375 0.9433599  1.0917698  0.86002374
 0.8006956  0.9318087  0.97329813 1.0038444  0.79421914 1.017223
 0.9515235  0.8943875  0.9948976  0.8628718  0.93825465 0.89615536
 0.92112225 0.7986364  0.9666234  1.1035388  0.8290775  0.94892293
 1.0817126  1.0909889  0.91931605 1.0630171  0.9420003  0.9616607
 0.7988843  0.9780404  0.95215195 0.92717075 0.9422126  0.99251604
 1.1182526  0.9097322  0.9289272  0.8995246  1.1224952  0.9531944
 0.95443654 0.9320876  0.8791152  0.999726   0.90476364 0.94852465
 0.9868671  0.83546567 1.0714806  0.95676386 0.903158   1.0898962
 0.96060246 0.79622424 0.873107   0.7985522  0.94010645 0.89448875
 0.9029386  1.0458388  1.1060746  0.915345   0.93116325 1.0134449
